TraitID	Trait	ObsNum	ObsGRNum	AccSpecNum
1442	Root microbial relations: root microbial biomass nitrogen (N) content per root dry mass	15	15	15
1472	"Root nitrogen (N) uptake preference: ammonium (NH4+), nitrate (NO3-), organic nitrogen (N)"	26	26	15
1514	Root tip fraction in diameter class	354	330	15
1797	Fine root aluminium (Al) content per fine root dry mass	132	114	15
1817	Fine root phenols content per fine root dry mass	15	15	15
2204	Fine root (absorptive) growth: absorptive fine root length recovery from pruning	60	60	15
2549	Belowground plant organ tissue density (belowground plant organ dry mass per belowground plant organ	104	104	15
3222	Fine root condensed tannins	15	15	15
3263	Fine root (absorptive) decomposition: fraction nitrogen (N) remaining	99	93	15
3506	Plant number of leaves at first flowering date	218		15
3770	"Leaf water content difference between full turgor and turgor loss, per dry mass"	54	54	15
3771	Leaf osmotically active compounds per dry mass	54	54	15
3772	Flower dry mass	55	55	15
3773	Flower osmotic potential	54	54	15
3774	Flower water potential	108	108	15
3775	Flower water capacitance	218	218	15
3776	Flower saturated water content	55	55	15
3777	Flower bulk modulus of elasticity	54	54	15
3778	"Flower water content difference between full turgor and turgor loss, per dry mass"	54	54	15
3779	Flower osmotically active compounds per dry mass	54	54	15
3925	Trap potassium (K) content per trap dry mass	27		15
3975	Fibrous roots total nonstructural carbohydrate (TNC) content per dry mass	34		15
4083	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA) of total leaf area"	153	147	15
371	Root vessel diameter	14	1	14
742	Leaf mid vein xylem conduits number	17	17	14
842	Coarse woody debris (CWD) branch: carbon/nitrogen (C/N) ratio	91	89	14
852	Coarse woody debris (CWD) branch: magnesium (Mg) content per branch CWD dry mass	80	78	14
901	Litter (fine root) decomposition rate	35	35	14
994	Litter decomposition rate constant 	51	51	14
1012	Photosynthesis photoperiodism: threshold value	18		14
1058	Coarse woody debris (CWD) root: carbon (C) content per coarse root CWD dry mass	72	72	14
1197	Wood xylem torus thickness	37	36	14
1973	Fine root specific root hair cylinder volume: volume of root hairs per fine root dry mass	28	28	14
2093	Fine root (absorptive) conduit cell wall thickness	42	42	14
2321	"Fine root (transport) persistence (lifespan, longevity)"	44	44	14
2325	Fine root (transport) surface area per transport fine root dry mass (specific transport fine root ar	37	37	14
2349	Fine root (transport) conduit cell wall thickness	27	27	14
2892	"Litter (other than leaf: twigs, bark, flowers…) calcium (Ca) content per litter dry mass"	76	69	14
3605	Shoot apical dominance index	70	70	14
3624	Stem branching below breast height	69	69	14
3625	"Branch emergences (pubescence, hairs, spines, thorns)"	70	70	14
3626	Stem spines density	70	70	14
3627	Branch spines density	70	70	14
3628	Leaf spines density	70	70	14
3629	Spines type	70	70	14
3630	Spines form	210	210	14
3631	Spines length	556	556	14
3632	Spines width	556	556	14
3633	Spines per node	139	139	14
3715	Flower number of fruits	154	154	14
3719	Inflorescence number of flowers (floral density)	154	154	14
3720	Species light preference	154	154	14
3721	Species number of pollinators	154	154	14
3946	Crown (canopy) conductance for water	14		14
4062	Reproductive organ basal rachilla length	275	67	14
503	Leaf protein content per leaf dry mass	87	4	13
761	Species habitat characterisation / Plant requirement: soil type	13		13
908	Litter (fine root) nitrogen (N) content per fine root litter dry mass	23	23	13
1002	Litter phenols content per litter dry mass	13		13
1156	Coarse woody debris (CWD) stem: cellulose content per stem CWD	30	29	13
1507	Root length density (RLD): root length per ground area	51	51	13
1525	Coarse root tissue density (coarse root dry mass per coarse root volume)	27	27	13
1718	Coarse root length: distance from coarse root base to tip	14	14	13
1818	Fine root cross-sectional fraction of aerenchyma	13	13	13
1826	Fine root cross-sectional fraction of stele area to fine root area	13	13	13
1859	Fine root phosphorus (P) content per fine root length	13	13	13
1979	Fine root phosphatase activity per fine root length	13	13	13
2011	Fine root dry mass fraction that is taproot (taproot dry mass per fine root dry mass)	13	13	13
2390	Fine root (transport) carbon (C) content not hydrolyzable in acid extractives per transport fine roo	18	18	13
2893	"Litter (other than leaf: twigs, bark, flowers...) magnesium (Mg) content per litter dry mass"	74	67	13
2944	Seed carbon (C) content per dry mass (or diaspore)	144	144	13
3050	Leaf dry mass (cotyledons)	142	142	13
3051	Plant biomass and allometry: Leaf dry mass (cotyledons) per plant	72	72	13
3150	Mycorrhiza: PLFA proxy for mycorrhizal hyphal carbon (C) per soil mass	26	26	13
3442	Plant biomass and allometry: Wood (sapwood) dry mass per plant	239	239	13
3634	Seed germination base temperature	13		13
3929	Trap dry matter content per fresh mass (DMC)	67		13
379	Root cross-sectional xylem area 	12		12
422	Fine root labile carbon (C) compound content per fine root carbon (C) content	12		12
423	Fine root cellulose carbon (C) content per fine root carbon (C) content	12		12
526	Stem sapwood carbon (C) content: empirical form factor for calculation	16	16	12
532	Stem respiration rate per stem volume	468	462	12
716	Leaf cuticula thickness	30	30	12
948	Litter (leaf) decomposition rate	41	41	12
954	Litter (leaf) nitrogen (N) content per leaf litter dry mass	33	33	12
1048	Plant biomass and allometry: Rhizome dry mass per plant dry mass (rhizome weight fraction)	173	173	12
1061	Coarse woody debris (CWD) root: decomposition rate	23	15	12
1270	Root silicon (Si) content per root dry mass	60	17	12
1941	Fine root growth: fine root length production per ground area per year	236	228	12
2021	Plant biomass and allometry: Fine root length ratio (RLR): fine root length per plant dry mass	56	56	12
3022	Leaf homeostatic regulation coefficient of nitrogen content per dry mass	24	24	12
3023	Leaf homeostatic regulation coefficient of phosphorus content per dry mass	24	24	12
3024	Leaf homeostatic regulation coefficient of N/P (nitrogen to phosphorus) ratio	48	48	12
3443	Plant biomass and allometry: Wood (heartwood) dry mass per plant	212	212	12
3480	Root branching intensity: number of root branches per root length	341		12
3507	Plant biomass and allometry: Flower dry mass per plant	153		12
3551	Plant biomass and allometry: coarse root fresh mass per plant	36		12
3569	Leaf vessels per leaf area	97	97	12
3899	Fine root carbon/phosporus (C/P) ratio	36	36	12
4084	Leaf total to projected area ratio	155	155	12
175	Leaf mesophyll cell thickness	25	25	11
448	Branch dry mass per ground area	161	26	11
494	Leaf dry mass per ground area	172	32	11
621	"Plant relationship of stem mass, height and diameter"	41	41	11
794	Leaf vascular bundle cell size (area): sclerenchym 	25		11
891	Dispersal probability	11	11	11
943	Litter (leaf) calcium (Ca) content per leaf litter dry mass	32	32	11
952	Litter (leaf) magnesium (Mg) content per leaf litter dry mass	32	32	11
957	Litter (leaf) phosphorus (P) content per leaf litter dry mass	32	32	11
958	Litter (leaf) potassium (K) content per leaf litter dry mass	32	32	11
1213	Wood carbon (C) isotope signature (delta 13C)	43	43	11
1367	Root decomposition: fraction of root dry mass not decomposed to original root dry mass	438	438	11
1863	Fine root ash carbon (C) content per fine root carbon (C) content	11	11	11
2175	Fine root (absorptive) decomposition: absorptive fine root length decomposed per ground area during 	331	331	11
2196	Fine root (absorptive) growth: absorptive fine root length production per ground area per exposition	331	331	11
2197	Fine root (absorptive) growth: absorptive fine root length production per ground area per year	11	11	11
2211	Fine root (absorptive) dry mass turnover rate	71	71	11
2884	"Litter (other than leaf: twigs, bark, flowers…) C/N ratio"	69	69	11
3014	Root silica (SiO2) content per root dry mass	11	11	11
3054	Leaf area (cotyledons)	65	65	11
3056	"Leaf area per dry mass (cotyledons, specific leaf area (SLA) of cotyledons)"	65	65	11
3073	"Leaf and leaf-structures fresh to dry shrinkage ratio (length, width, thickness, area)"	836	836	11
3074	Leaf and leaf-structures fresh to dry shrinkage ratio (mass)	340	340	11
3455	Wood (heartwood) nitrogen (N) content per heartwood dry mass	143	143	11
450	Branch nitrogen (N) content per branch dry mass	72	57	10
524	Stem dry mass per ground area	93	28	10
663	Leaf respiration rate in light per dry mass	16		10
664	Leaf respiration rate in light per leaf respiration rate in the dark	16		10
665	"Leaf respiration rate in the dark minus respiration in light, mass based"	16		10
666	Photosynthesis oxygenation capacity (Farquhar model)	16		10
667	Leaf nitrogen (N) content per dry mass (cotyledons)	20		10
669	Plant biomass and allometry: Root nitrogen (N) content per plant nitrogen (N) content	20		10
670	Plant biomass and allometry: Stem nitrogen (N) content per plant nitrogen (N) content	20		10
671	Plant biomass and allometry: Leaf nitrogen (N) content per plant nitrogen (N) content	20		10
674	Leaf carbon (C) content per dry mass (cotyledons)	20		10
676	Stem total non-structural carbon (TNC) content per stem dry mass	20		10
723	Leaf mid vein length	10	10	10
724	Leaf mid vein cross-sectional area	10	10	10
725	Leaf cell lumen area per leaf area	20	20	10
726	Leaf cell number per leaf area	10	10	10
728	Leaf cell lumen width	10	10	10
729	Leaf mesophyll cell lumen thickness	10	10	10
738	Leaf veins number of vein orders	10	10	10
743	Leaf mid vein vascular bundle diameter	10	10	10
763	Moss and fern spore length	24		10
766	Moss and fern spore volume	10		10
767	Moss and fern spore mass	10		10
800	Plant biomass and allometry: Wood dry mass per plant	342	342	10
807	Crown (canopy) mass per ground area	10	10	10
853	Coarse woody debris (CWD) branch: manganese (Mn) content per branch CWD dry mass	47	47	10
1094	Wood (sapwood) biomass per ground area	82		10
1183	Stem heartwood biomass per ground area	81		10
1512	Root rooting depth: fraction of root dry mass contained in depth interval	1186	1078	10
1805	Fine root lead (Pb) content per fine root dry mass	22	22	10
1882	Fine root dry mass soluble in polar extractives per fine root dry mass	10	10	10
1883	Fine root polyphenol content per fine root dry mass	12	12	10
1936	Fine root growth: fine root dry mass production per soil volume and time	108	108	10
2647	Belowground plant organ dry mass soluble in nonpolar extractives per belowground plant organ dry mas	10	10	10
3053	Leaf fresh mass (cotyledons)	58	58	10
3055	"Leaf dry mass per fresh mass (cotyledons, cotyledon LDMC)"	58	58	10
3149	Root decomposition: fraction of nitrogen (N) remaining	65	65	10
3430	Plant biomass and allometry: Wood (sapwood) cross-sectional area at base of crown	277	271	10
3545	Species phylogenetic line	145	70	10
4017	Plot aboveground dry mass	128	128	10
4020	Plot aboveground biomass of other species (dry)	128	128	10
4024	Plot aboveground biomass per ground area	128	128	10
4025	Plot canopy height	476	476	10
132	Plant biomass and allometry: Seed mass per plant	966		9
245	Root exudation rate	363		9
727	Leaf cell lumen length	9	9	9
741	Leaf veins free ending density	9	9	9
768	Litterfall per ground area	9	9	9
849	Coarse woody debris (CWD) branch: iron (Fe) content per branch CWD dry mass	38	38	9
1057	Coarse woody debris (CWD) root: calcium (Ca) content per coarse root CWD dry mass	33	30	9
1068	Coarse woody debris (CWD) root: phosphorus (P) content per coarse root CWD dry mass	33	30	9
1069	Coarse woody debris (CWD) root: potassium (K) content per coarse root CWD dry mass	33	30	9
1306	Root tips per ground area	92	92	9
1375	Root lifespan: fraction of root tips that survive after one year	71	71	9
2009	Fine root length fraction in respective root order	50	50	9
2014	Fine root species abundance: fraction of total fine root dry mass composed of respective species	42	42	9
2017	Fine root carbon content per ground area	119	119	9
2089	Fine root (absorptive) conduit diameter	38	38	9
2421	Fine root (transport) decomposition: fraction of transport fine root dry mass not decomposed to orig	44	44	9
2550	Belowground plant organ diameter	9	9	9
2555	Plant biomass and allometry: Belowground plant organ dry mass per plant	9	9	9
2562	Belowground plant organ dry mass per belowground plant organ fresh mass (belowground plant organ dry	9	9	9
2577	"Belowground plant organ persistence (lifespan, longevity)"	30	30	9
2624	Belowground plant organ construction cost per belowground plant organ dry mass	9	9	9
2885	"Litter (other than leaf: twigs, bark, flowers...) lignin content per litter dry mass"	41	26	9
3100	Species genotype: molecular basis Y / W dominance	12		9
3300	Fine root (transport) decomposition: fraction nitrogen (N) remaining	44	44	9
3546	Fine root nitrogen (N) uptake rate per length (specific N absorption rate)	108		9
3593	Leaf area per stem basal crossectional area	865	865	9
4028	Plot dominant species	92	92	9
533	Photosynthesis light response curvatur	60	60	8
844	Coarse woody debris (CWD) branch: copper (Cu) content per branch CWD dry mass	33	33	8
859	Coarse woody debris (CWD) branch: sulfur (S) content per branch CWD dry mass	36	36	8
1066	Coarse woody debris (CWD) root: magnesium (Mg) content per coarse root CWD dry mass	32	29	8
1151	Coarse woody debris (CWD) stem: bark fraction	14	14	8
1173	Coarse woody debris (CWD) stem: sodium (Na) content per stem CWD	37	37	8
1175	Coarse woody debris (CWD) stem: wood fraction	14	14	8
1308	Root tips per soil volume	38	38	8
1389	Root length relative growth rate	8	8	8
1465	Root ammonium (NH4+) uptake rate per root fresh mass	16	16	8
1528	Coarse root lignin content per coarse root dry mass	74	74	8
1535	Coarse root respiration rate per coarse root dry mass	58	58	8
1808	Fine root nickel (Ni) content per fine root dry mass	21	21	8
1825	Fine root stele diameter	21	21	8
1994	"Fine root nitrogen (N) uptake preference: ammonium (NH4+), nitrate (NO3-), organic nitrogen (N)"	11	11	8
2265	Fine root (absorptive) length fraction in respective root order	121	121	8
2521	Fine root (transport) length fraction in respective root order	36	36	8
2543	Fine root (transport) debris decomposition rate constant	8	8	8
2888	"Litter (other than leaf: twigs, bark, flowers…) cellulose content per litter dry mass"	40	25	8
3003	Leaf chloroplast surface area exposed to internal airspace	36		8
3004	Leaf epidermis area per leaf area	37		8
3005	leaf mesophyll cell area per leaf area	37		8
3006	Leaf intercellular airspace area per leaf area	37		8
3157	Root exudation rate per root surface area	32	32	8
3168	Root lithium (Li)uptake of molar lithium (Li)per root length	16	16	8
3768	Plant size	344		8
3769	Species cushion forming	1044	1044	8
3796	Stem sap flow rate	60	60	8
3797	Plant growth: annual basal area increment	30	30	8
3973	Photosynthesis: Quantum use efficiency	104	104	8
176	Leaf cell lumen volume	50	15	7
486	Photosynthesis electron transport capacity (Jmax) per leaf nitrogen (N) content (Farquhar model)	56	56	7
487	Photosynthesis carboxylation capacity (Vcmax) per leaf nitrogen (N) content (Farquhar model)	56	56	7
898	Litter (fine root) carbon (C) content per fine root litter dry mass	12	12	7
904	Litter (fine root) lignin content per fine root litter dry mass	11	11	7
1059	Coarse woody debris (CWD) root: carbon/nitrogen (C/N) ratio	11	11	7
1431	Mycorrhizal colonization EM: fraction of root length colonized by ectomycorrhizal structure	18	14	7
1517	Root cross-sectional area ratio of stele to cortex	49	49	7
1653	Coarse root decomposition: fraction of coarse root dry mass not decomposed to original coarse root d	143	143	7
1798	Fine root arsenic (As) content per fine root dry mass	22	22	7
1799	Fine root cadmium (Cd) content per fine root dry mass	9	9	7
1802	Fine root chromium (Cr) content per fine root dry mass	14	14	7
1819	Fine root cortex thickness	13	13	7
1865	Fine root arabinans content per fine root dry mass	7	7	7
1871	Fine root galactans content per fine root dry mass	7	7	7
1875	Fine root mannans content per fine root dry mass	7	7	7
1950	Fine root growth: fine root surface area produced per ground area per year	31	31	7
1974	Fine root length: distance from fine root base to tip	72	72	7
1997	Fine root respiration rate per fine root length	7	7	7
2028	Fine root volume per ground area	155	155	7
2227	Fine root (absorptive) color	55	55	7
2266	Fine root (absorptive) surface area fraction in respective root order	27	27	7
2304	Fine root (transport) total non-structural carbon (TNC) content per transport fine root dry mass	238	238	7
2522	Fine root (transport) surface area fraction in respective root order	9	9	7
2666	Belowground plant organ ratio of lignin to nitrogen (N)	7	7	7
2700	Belowground plant organ growth: belowground plant organ dry mass production per ground area per year	8	8	7
2810	Seed number per unknown unit	8		7
2898	"Litter (other than leaf: twigs, bark, flowers...) sodium (Na) content per litter dry mass"	54	54	7
3124	Shoot: plant aboveground woody biomass per ground area	136	136	7
3360	Branch length	521	521	7
3635	Seed germination base water potential	7		7
75	Litter water soluble carbon (C) content per litter dry mass	6	6	6
247	Root alcohol dehydrogenase (ADH) activity	144		6
374	Stem fraction of cell wall in collenchym	6		6
625	Stem aluminium (Al) content per stem dry mass	15	15	6
630	Stem mercury (Hg) content per stem dry mass	15	15	6
631	Stem antimony (Sb) content per stem dry mass	15	15	6
633	Stem cadmium (Cd) content per stem dry mass	15	15	6
634	Stem lead (Pb) content per stem dry mass	15	15	6
635	Stem nickel (Ni) content per stem dry mass	15	15	6
637	Stem thallium (Ti) content per stem dry mass	15	15	6
639	Stem arsenic (As) content per stem dry mass	15	15	6
640	Stem chromium (Cr) content per stem dry mass	15	15	6
647	Coarse root sulfur (S) content per coarse root dry mass	33	33	6
707	Leaf water volume per leaf volume	10	10	6
708	Leaf solid volume per leaf volume	10	10	6
713	Leaf water storage time constant	10	10	6
714	Leaf water storage transfer resistance	10	10	6
850	Coarse woody debris (CWD) branch: lignin content per branch CWD dry mass	8	6	6
860	Coarse woody debris (CWD) branch: zinc (Zn) content per branch CWD dry mass	35	35	6
863	Branch phosphorus (P) content per branch dry mass 	31	30	6
864	Branch potassium (K) content per branch dry mass	31	30	6
899	Litter (fine root) carbon/nitrogen (C/N) ratio	8	8	6
1020	Plant biomass and allometry: Ccone (strobilus) dry mass per plant	325	325	6
1088	Root sulfur (S) content per root dry mass	27	27	6
1163	Coarse woody debris (CWD) stem: manganese (Mn) content per stem CWD	24	24	6
1315	Root nitrogen (N) content per root length	70	70	6
1410	Root growth rate: fine root length production per day per coarse root length	12	12	6
1411	Root growth rate: fine root dry mass production per day per coarse root length	12	12	6
1568	Coarse root stele fraction: stele diameter divided by coarse root diameter	9	9	6
1768	Coarse root length density (RLD): coarse root length per ground area	16	16	6
1792	Fine root total non-structural carbon (TNC) content per fine root dry mass	35	35	6
1820	Fine root exodermal wall thickness	9	4	6
1821	Fine root exodermis passage cell frequency per length of fine root circumference	9	4	6
1833	Fine root conduit diameter	12	12	6
1838	Fine root passage cell number in exodermis per fine root circumference	9	4	6
1887	Fine root lipid content per fine root dry mass	6	6	6
1929	Fine root growth: relative fine root production: ratio fine root production rate at given time to ma	126	126	6
1934	Fine root growth: fine root dry mass production per ground area per duration of exposition	174	174	6
1942	Fine root growth: fine root length production per minirhizotron surface area per day	272	272	6
2054	Fine root (absorptive) arsenic (As) content per absorptive fine root dry mass	18	18	6
2055	Fine root (absorptive) cadmium (Cd) content per absorptive fine root dry mass	18	18	6
2058	Fine root (absorptive) chromium (Cr) content per absorptive fine root dry mass	18	18	6
2059	Fine root (absorptive) copper (Cu) content per absorptive fine root dry mass	18	18	6
2061	Fine root (absorptive) lead (Pb) content per absorptive fine root dry mass	18	18	6
2064	Fine root (absorptive) nickel (Ni) content per absorptive fine root dry mass	18	18	6
2076	Fine root (absorptive) exodermal wall thickness	18	8	6
2077	Fine root (absorptive) exodermis passage cell frequency per length of absorptive fine root circumfer	18	8	6
2094	Fine root (absorptive) passage cell number in exodermis per absorptive fine root circumference	18	8	6
2248	Fine root (absorptive) phosphorus (P) uptake rate per absorptive fine root surface area	18	18	6
2310	Fine root (transport) arsenic (As) content per transport fine root dry mass	12	12	6
2311	Fine root (transport) cadmium (Cd) content per transport fine root dry mass	12	12	6
2314	Fine root (transport) chromium (Cr) content per transport fine root dry mass	12	12	6
2315	Fine root (transport) copper (Cu) content per transport fine root dry mass	12	12	6
2317	Fine root (transport) lead (Pb) content per transport fine root dry mass	12	12	6
2320	Fine root (transport) nickel (Ni) content per transport fine root dry mass	12	12	6
2326	Fine root (transport) zinc (Zn) content per transport fine root dry mass	12	12	6
2345	Fine root (transport) conduit diameter	11	11	6
2568	Belowground plant organ calcium (Ca) content per belowground plant organ dry mass	11	9	6
2677	Belowground plant organ decomposition: fraction of belowground plant organ dry mass not decomposed t	26	26	6
2717	Belowground plant organ growth: fraction of belowground plant organs recovering from pruning	6	6	6
2973	Branch calcium (Ca) content per branch dry mass	33	33	6
3079	Leaf rhachis dry mass	79	79	6
3080	Leaf rhachis fresh mass	21	21	6
3158	Root exudate content per soil dry mass: soil concentration of root exudates	6		6
3337	Belowground plant organ decomposition: fraction nitrogen (N) remaining	35	35	6
3539	Wood (sapwood) water hydrogen isotope signature (delta2H)	181	181	6
3540	Wood (sapwood) water oxygen isotope signature (delta18O)	181	181	6
3549	Plant biomass and allometry: rhizome fresh mass per plant	18		6
3550	Plant biomass and allometry: rhizome dry mass per plant	18		6
3952	Plant biomass and allometry: fruit dry mass per plant	1028	1028	6
3953	Plant biomass and allometry: fruit fresh mass per plant	1040	1040	6
4018	Plot aboveground woody biomass of dominant species (dry)	87	87	6
4019	Plot leaf drymass of dominant species	87	87	6
436	Crown (canopy) rainfall (water) interception 	6	1	5
442	Branch respiration rate per branch dry mass	104	104	5
468	Fine root nitrogen (N) content per ground area	221	200	5
480	Crown (canopy) ground area fraction covered by projected canopy	167	167	5
518	Woody area index (woody stem area per ground area)	11	11	5
568	Root radial oxygen loss	430		5
862	Branch number per height along the shoot axis	4103	4103	5
909	Litter (fine root) phosphorus (P) content per fine root litter dry mass	11	11	5
913	Flower corolla length	50	50	5
953	Litter (leaf) manganese (Mn) content per leaf litter dry mass	8	8	5
972	Leaflet number of second order per leaf	17		5
1003	Litter potassium (K) content per litter dry mass	12	12	5
1049	Root aluminium (Al) content per root dry mass	8	7	5
1063	Coarse woody debris (CWD) root: density	34	34	5
1065	Coarse woody debris (CWD) root: lignin/nitrogen (lignin/N) ratio	9	9	5
1161	Coarse woody debris (CWD) stem: lignin/nitrogen ratio	15	15	5
1168	Coarse woody debris (CWD) stem: phenols content per stem CWD	14	14	5
1191	Stomata surface area	611	611	5
1192	Stomata width	602	602	5
1193	Tiller density: number of tiller per ground area	198	198	5
1316	Root organic nitrogen (N) content per root dry mass	20	20	5
1357	Root ratio of organic nitrogen (N) to total N	20	20	5
1455	Root exudation: carbon (C) exudation as fraction of root dry mass	20	20	5
1495	Root species abundance: fraction of total root dry mass composed of respective species	18	18	5
1498	Root carbon (C) content per ground area	61	61	5
1506	Root length fraction belonging to species	18	18	5
1772	Coarse root volume per ground area	5	5	5
1914	Fine root lifespan: fraction of fine roots that live to the age in “fine root age”	190	190	5
1924	Fine root mortality: fine root length mortality per ground area and year	112	100	5
1971	Fine root color	43	43	5
2034	Fine root (absorptive)/shoot ratio	48	48	5
2086	Fine root (absorptive) conduit density: number of conduits per stele cross-section area	15	15	5
2342	Fine root (transport) conduit density: number of conduits per stele cross-section area	9	9	5
2444	Fine root (transport) growth: transport fine root dry mass production per ground area per year	13	13	5
2467	Fine root (transport) dry mass turnover rate	25	25	5
2585	Belowground plant organ phenols content per belowground plant organ dry mass	5	5	5
2623	Belowground plant organ cellulose and hemicellulose content per belowground plant organ dry mass	5	5	5
2632	Belowground plant organ acid hydrolyzable extractives per belowground plant organ dry mass	5	5	5
2644	Belowground plant organ dry mass soluble in neutral solution per belowground plant organ dry mass	5	5	5
2651	Belowground plant organ polyphenol content per belowground plant organ dry mass	5	5	5
2659	Belowground plant organ water soluble sugar content per belowground plant organ dry mass	5	5	5
2787	Belowground plant organ nitrogen (N) per ground area	105	105	5
2897	"Litter (other than leaf: twigs, bark, flowers...) manganese (Mn) content per litter dry mass"	12	5	5
2957	Bark calcium (Ca) content per bark dry mass	30	30	5
2958	Bark copper (Cu) content per bark dry mass	30	30	5
2959	Bark iron (Fe) content per bark dry mass	30	30	5
2960	Bark potassium (K) content per bark dry mass	30	30	5
2961	Bark magnesium (Mg) content per bark dry mass	30	30	5
2962	Bark manganese (Mn) content per bark dry mass	30	30	5
2963	Bark sulfur (S) content per bark dry mass	30	30	5
2964	Bark zinc (Zn) content per bark dry mass	30	30	5
2974	Branch copper (Cu) content per branch dry mass	30	30	5
2975	Branch iron (Fe) content per branch dry mass	30	30	5
2976	Branch magnesium (Mg) content per branch dry mass	30	30	5
2977	Branch manganese (Mn) content per branch dry mass	30	30	5
2978	Branch sulfur (S) content per branch dry mass	30	30	5
2979	Branch zinc (Zn) content per branch dry mass	30	30	5
3072	Leaf terminal section length	107	107	5
3076	Leaf rhachis projected area	112	112	5
3078	Leaf terminal section projected area	107	107	5
3196	Coarse root nitrogen (N) uptake of molar 15N-Glycine per shoot dry mass	5	5	5
3197	Coarse root nitrogen (N) uptake of molar 15NH4+ per shoot dry mass	5	5	5
3198	Coarse root nitrogen (N) uptake of molar 15NO3- per shoot dry mass	5	5	5
3199	Coarse root nitrogen (N) uptake of molar total 15N per shoot dry mass	5	5	5
3233	Fine root nitrogen (N) uptake rate of molar 15N-Glycine per shoot dry mass	5	5	5
3234	Fine root nitrogen (N) uptake rate of molar 15NH4+ per shoot dry mass	5	5	5
3235	Fine root nitrogen (N) uptake rate of molar 15NO3- per shoot dry mass	5	5	5
3236	Fine root nitrogen (N) uptake rate of molar total 15N per shoot dry mass	5	5	5
3237	Fine root nitrogen (N) uptake of molar inorganic N uptake per fine root area	5	5	5
3238	Fine root nitrogen (N) uptake of molar NH4+ uptake per fine root area	5	5	5
3239	Fine root nitrogen (N) uptake of molar NO3- uptake per fine root area	5	5	5
3240	Fine root nitrogen (N) uptake of molar organic N uptake per fine root area	5	5	5
3432	Plant biomass and allometry: Wood (heartwood) cross-sectional area at breast height	421	415	5
3510	Seed germination date	4660	3290	5
3516	Litter nitrogen/phosphorus (N/P) ratio	22	22	5
3519	Litter carbon/phosporus (C/P) ratio	17	17	5
3530	Leaf carbon/potassium (C/K) ratio	13	13	5
3531	Leaf nitrogen/potassium (N/K) ratio	13	13	5
3532	Leaf phosphorus/potassium (P/K) ratio	13	13	5
3958	Fruit (harvest organ) nitrogen (N) content per dry mass	539	539	5
3959	Fruit (harvest organ) carbon (C) content per dry mass	539	539	5
3960	"Plant biomass and allometry: leaf dry mass per shoot dry mass; leaf weight ratio, LWR aboveground"	1031	1031	5
3961	Plant biomass and allometry: stem dry mass per shoot dry mass; Stem mass fraction aboveground	1031	1031	5
3962	Plant biomass and allometry: fruit (harvest organ) dry mass per shoot dry mass; Fruit mass fraction 	1031	1031	5
4048	Flower carbon isotope ratio (delta 13C)	7	7	5
4075	Photosynthesis C4: Vpmax25 per leaf area	5	5	5
174	Leaf area index (LAI) total per LAI projected 	11		4
373	Stem fraction of cell wall in pith	4		4
446	Branch respiration rate per branch surface area	100	100	4
465	Plant biomass and allometry: Coarse root dry mass per plant dry mass	10	10	4
466	Plant biomass and allometry: Fine root dry mass per plant dry mass	10	10	4
509	Leaf dry mass per area (LMA) versus leaf nitrogen (N) content 	78	78	4
534	Photosynthesis temperature dependence	18	18	4
643	Coarse root aluminium (Al) content per coarse root dry mass	13	12	4
644	Coarse root iron (Fe) content per coarse root dry mass	13	12	4
645	Coarse root sodium (Na) content per coarse root dry mass	18	18	4
739	Leaf veins number of veins on first order	7	7	4
806	Leaf hypodermis thickness	8	8	4
858	Coarse woody debris (CWD) branch: sodium (Na) content per branch CWD dry mass	7	7	4
897	Litter (fine root) calcium (Ca) content per fine root litter dry mass	9	9	4
905	Litter (fine root) lignin/nitrogen (lignin/N) ratio	7	7	4
906	Litter (fine root) magnesium (Mg) content per fine root litter dry mass	9	9	4
910	Litter (fine root) potassium (K) content per fine root litter dry mass	9	9	4
930	Leaf contact angle of water droplets 	303	303	4
951	Litter (leaf) lignin content per leaf litter dry mass	4	4	4
1001	Litter nitrogen (N) isotope signature (delta 15N)	36	36	4
1060	Coarse woody debris (CWD) root: cellulose content per coarse root CWD dry mass	4	4	4
1064	Coarse woody debris (CWD) root: lignin content per coarse root CWD dry mass	4	4	4
1077	Root iron (Fe) content per root dry mass	5	4	4
1087	Root sodium (Na) content per root dry mass	6	6	4
1171	Coarse woody debris (CWD) stem: protein content per stem CWD	4	4	4
1252	Litter carbon (C) isotope signature (delta 13C)	36	36	4
1266	Leaf respiration intercellular CO2 concentration at nighttime	525	525	4
1267	Leaf transpiration rate at nighttime	525	525	4
1345	Root lipid content per root dry mass	4	3	4
1392	Root growth: root dry mass production per ground area per month	48	48	4
1428	Mycorrhiza: fraction of mycorrhizal tips that are living	24	24	4
1502	Root nitrogen (N) per ground area	185	185	4
1509	Plant biomass and allometry: Root length per plant	16	16	4
1510	Root length per minirhizotron screen area	16	16	4
1521	Coarse root rooting depth	8	8	4
1559	Coarse root manganese (Mn) content per coarse root dry mass	17	17	4
1816	Fine root silicon (Si) content per fine root dry mass	8	8	4
1904	Fine root alkyl carbon (C) content per fine root carbon (C) content	4	4	4
1905	Fine root o-alkyl carbon (C) content per fine root carbon (C) content	4	4	4
1906	Fine root aromatic carbon (C) content per fine root carbon (C) content	4	4	4
